candidate_uid,name,sex,ethnicity,dob
7026,Ramli bin Norani,M,Malay,1964-01-20
7027,Chia Kim Lem,M,Chinese,1947-xx-xx
7028,Loo Kim Yong,M,Chinese,xxxx-xx-xx
7029,Md. Aini bin Taib,M,Malay,1948-03-27
7030,Abdul Majid bin Hasan,M,Malay,1961-03-26
7031,Zainal Abidin bin Sakom,M,Malay,1950-08-14
7032,Ch'ng Toh Eng,M,Chinese,1956-12-30
7033,Harullah bin Junid (Amat Dollah bin Mat Jonit),M,Malay,xxxx-xx-xx
7034,Tukiran bin Mohd. Ali,M,Malay,xxxx-xx-xx
7035,Mesrah binti Selamat,F,Malay,1949-10-18
7036,Azmi bin Hussain,M,Malay,1956-06-22
7037,Gopala Krishnan A/L V. Subramaniam,M,Indian,xxxx-xx-xx
7038,Saleh Huddin bin Mohd Nasir,M,Malay,xxxx-xx-xx
7039,Minhat bin Sulaiman,M,Malay,xxxx-xx-xx
7040,Wong Kok Yew,M,Chinese,1962-01-03
7041,Mohamed Mustapha bin Abu Bakar,M,Malay,xxxx-xx-xx
7042,Ismail bin Kijo,M,Malay,1952-05-28
7043,Sarom bin Jais,M,Malay,xxxx-xx-xx
7044,Choong Tow Chong,M,Chinese,1948-09-29
7045,Safie bin Ibrahim,M,Malay,xxxx-xx-xx
7046,Kamaruddin bin Mohamed Isa,M,Malay,xxxx-xx-xx
7047,Tan Boon Kiat,F,Chinese,xxxx-xx-xx
7048,Khoo Ooi Seng,M,Chinese,1944-xx-xx
7049,Lim Thuang Seng,M,Chinese,1950-04-21
7050,Zahari bin Abd. Hamid,M,Malay,xxxx-xx-xx
7051,Abdul Sani bin Haji Ali,M,Malay,xxxx-xx-xx
7052,Mohamad Satim bin Diman,M,Malay,1956-02-24
7053,Liew Yuen Keong,M,Chinese,1960-12-12
7054,Lim Soon Hong,M,Chinese,1956-10-09
7055,Hoh Hee Lee,M,Chinese,1960-07-20
7056,Ariffin bin Shafie,M,Malay,xxxx-xx-xx
7057,Chang Chan Man,M,Chinese,xxxx-xx-xx
7058,Pius Martin A/L S Martin,M,Indian,xxxx-xx-xx
7059,Mohd Nor Raha bin Masod,M,Malay,xxxx-xx-xx
7060,Mohd. Mokhtar bin Ahmad Dahlan,M,Malay,1944-xx-xx
7061,A. Ghani bin Harun,M,Malay,xxxx-xx-xx
7062,Wan Ahmad bin Othman,M,Malay,xxxx-xx-xx
7063,Mohd Zin bin Mohamed,M,Malay,1953-03-28
7064,Wan Mohamad Halim bin Wan Ahmad Tajuddin,M,Malay,xxxx-xx-xx
7065,Rajakupal A/L Sinathamby,M,Indian,1941-01-11
7066,Salmah Bt B. Safarman,F,Malay,xxxx-xx-xx
7067,Shareh bin Mansor,M,Malay,1946-11-11
7068,Jaei bin Ismail,M,Malay,1954-02-15
7069,Mohd Kusrin bin Rahmad,M,Malay,1943-04-09
7070,Abdul Rahman bin Palil,M,Malay,1956-10-29
7071,Pu Palan A/L Muthusamy,M,Indian,xxxx-xx-xx
7072,Abdul Fatah bin Iskandar,M,Malay,1956-08-01
7073,Ei Kim Hock,M,Chinese,1961-06-20
7074,Khanafi bin Arsad,M,Malay,xxxx-xx-xx
7075,Edgar Anthony Duraisingam,M,Indian,xxxx-xx-xx
7076,Abu Said bin Baharom,M,Malay,xxxx-xx-xx
7077,Mohd. Khailani bin Mangon,M,Malay,xxxx-xx-xx
7078,Hamzah bin Karso,M,Malay,1936-01-23
7079,Liew Chee Khong (Liew Chee Choong),M,Chinese,1948-11-18
7080,Lim Yong (Lim Chen),M,Chinese,1942-02-06
7081,Siow Chee Chin,M,Chinese,xxxx-xx-xx
7082,Razak bin Mansor,M,Malay,1953-08-29
7083,Abu Zarin bin Alias,M,Malay,1946-07-22
7084,Zakaria bin Abd. Rahman,M,Malay,1945-12-12
7085,See Ah Kow,M,Chinese,1951-xx-xx
7086,Abdul Rashid bin Abas,M,Malay,1954-10-30
7087,Ramakrishnan A/L P. Parianan,M,Indian,1950-11-06
7088,Mohammed Zain bin Yaacob,M,Malay,xxxx-xx-xx
7089,Sundram Nagendaran A/L Muthaya,M,Indian,1944-xx-xx
7090,Ramli bin Md Nor,M,Malay,1952-03-15
7091,Ghazalli bin Khamis,M,Malay,1953-02-16
7092,Kamaruddin bin Mohd Din,M,Malay,1954-01-19
7093,Mohd Noah bin Talib,M,Malay,1936-03-28
7094,Zolkapli bin Kassim,M,Malay,1961-05-19
7095,Aminuddin bin Abdullah,M,Malay,1954-02-26
7096,Lai Kui,M,Chinese,1960-07-06
7097,Baharudin bin Ali,M,Malay,1937-04-29
7098,Hasan bin Malek,M,Malay,1946-04-24
7099,Mat Rais bin Paris,M,Malay,xxxx-xx-xx
7100,Zainal Mokhtar bin Mohd Yunus,M,Malay,1944-12-05
7101,Sued bin Husin,M,Malay,xxxx-xx-xx
7102,Azizuddin bin Ishak,M,Malay,xxxx-xx-xx
7103,Hashimuddin bin Abdul Kadir,M,Malay,1948-08-08
7104,Tengku Adinan bin Tengku Hassan,M,Malay,1949-11-13
7105,Lai Yit Fee,M,Chinese,1952-04-09
7106,Mohd Ali bin Alias,M,Malay,1946-09-26
7107,Ishak bin Ismail,M,Malay,1951-07-17
7108,Ghazalli bin Abdul Kadir,M,Malay,xxxx-xx-xx
7109,Wong Bee Kar,F,Chinese,1963-11-07
7110,Muhamad Shahlan bin Shaid,M,Malay,1950-03-27
7111,Ho Yok Kee,M,Chinese,1952-01-24
7112,Gunasekaren A/L Palasamy,M,Indian,1959-05-13
7113,Lee Chee Keong,M,Chinese,1954-04-05
7114,Hamdan bin Mohamad,M,Malay,1953-04-11
7115,Sukiman bin Tukimin,M,Malay,xxxx-xx-xx
7116,Abdul Wahab bin Ismail,M,Malay,1938-10-17
7117,Firdaus Muhammad Rom bin Harun,M,Malay,1950-04-29
7118,Mohd Nordin bin Ahmad,M,Malay,xxxx-xx-xx
7119,Sainy bin Edris,M,Malay,1949-08-16
7120,Muhammed bin Nabun,M,Malay,xxxx-xx-xx
7121,Faisal bin Ahmad,M,Malay,1951-12-07
7122,Krishnan A/L Sellappan,M,Indian,1951-01-02
7123,Lim Seng Chuan,M,Chinese,1953-07-18
7124,Mohd. Nor (Long) bin Md. Said,M,Malay,1936-03-27
7125,Mohd Zin bin Mohd Said,M,Malay,xxxx-xx-xx
7126,Md Yusof bin Osman,M,Malay,1963-09-04
7127,Ramli bin Mohd Said,M,Malay,1943-03-30
7128,Mohd Ali bin Lebab,M,Malay,xxxx-xx-xx
7129,Noordin bin Yaani,M,Malay,1941-05-22
7130,Othman bin Abdul Wahid,M,Malay,1960-06-11
7131,Mohd Shariff bin Mohd Drus (Kering),M,Malay,xxxx-xx-xx
7132,Rusli bin Idris,M,Malay,1959-08-07
7133,Khairuddin bin Abdollah,M,Malay,xxxx-xx-xx
7134,Hamdin bin Abdollah,M,Malay,1947-07-13
7135,Ibrahim bin Osman,M,Malay,1942-12-15
7136,Hazizah binti Mohd Sultan,F,Malay,1947-09-19
7137,Abass bin Mohamed Noor,M,Malay,1947-11-26
7138,Md. Yusoh bin Muhamad,M,Malay,1956-05-30
7139,Chua Peng Song,M,Chinese,1953-12-13
7140,Yow Seng Beng,M,Chinese,1963-05-18
7141,Abd Rahman bin Jaafar,M,Malay,1964-01-26
7142,Momin bin Abdul Aziz (Jenal bin Lajis),M,Malay,1937-04-25
7143,Salleh bin Yusof,M,Malay,1943-03-19
7144,Lim Her Leng (Lim Kok Jerk),M,Chinese,1942-12-11
7145,Goh Leong San,M,Chinese,1967-11-15
7146,Boon Ah Soo (Man Ah Soo),M,Chinese,1943-05-29
7147,Mohd Ali bin Mohd. Sharif,M,Malay,1951-11-10
7148,Lee Kee Hiong,F,Chinese,1966-03-16
7149,Abdul Gani bin Ahmad,M,Malay,1947-05-09
7150,Abdul Wahab bin Abdul Razak,M,Malay,1957-07-11
7151,Nasir bin Manap,M,Malay,1958-04-27
7152,Abu Bakar bin Montel (Ahmad),M,Malay,xxxx-xx-xx
7153,Chong Tam On,M,Chinese,1959-09-07
7154,Md. Yasin bin Md Som,M,Malay,1932-06-18
7155,Dolah bin Atan,M,Malay,xxxx-xx-xx
7156,Md. Dzaid bin Ismail,M,Malay,1966-04-29
7157,Md Said bin Omar,M,Malay,xxxx-xx-xx
7158,Ahmad bin Hamzah,M,Malay,1948-09-27
7159,Abdul Azis bin Abdul Ghani,M,Malay,1940-04-09
7160,Ismail bin Jaafar,M,Malay,1950-05-05
7161,Ibrahim bin Mohd Seh,M,Malay,1934-04-03
7162,Liang Toy Heng,M,Chinese,1950-06-11
7163,Husni bin Md. Alip,M,Malay,1946-09-16
7164,Abdul Aziz bin Hashim,M,Malay,xxxx-xx-xx
7165,Ibrahim bin Elias,M,Malay,xxxx-xx-xx
7166,Lahori bin Jemikan,M,Malay,1951-12-29
7167,Tan Kok Hong,M,Chinese,1952-03-21
7168,Abdul Latiff bin Ahmad,M,Malay,1958-07-09
7169,Shekh Abdullah bin Said Salleh,M,Malay,1948-06-24
7170,Krishnasamy a/l Shiman,M,Indian,1946-10-05
7171,Muda bin Chik,M,Malay,xxxx-xx-xx
7172,Eng Ah Kau,M,Chinese,xxxx-xx-xx
7173,Freddie Chong Ah Onn,M,Chinese,1948-01-05
7174,Tok Kim Huwa,M,Chinese,1964-07-07
7175,Azmi bin Masrani,M,Malay,1954-01-15
7176,Tay Khim Seng,M,Chinese,1960-11-07
7177,Lim Sey Wee,M,Chinese,1965-04-28
7178,Musa bin Abdul Rahim,M,Malay,1934-12-12
7179,Mohd Said bin Jamhari,M,Malay,1933-10-17
7180,Ahmad bin Rais,M,Malay,xxxx-xx-xx
7181,Zolbahari bin Abu Bakar,M,Malay,xxxx-xx-xx
7182,Asma'On bin Ismail,M,Malay,xxxx-xx-xx
7183,Zainal Abidin bin Ibrahim,M,Malay,xxxx-xx-xx
7184,Halimah binti Mohamed Sadique,F,Malay,1962-02-02
7185,Yusak bin Taib,M,Malay,xxxx-xx-xx
7186,Salehon bin Sengot,M,Malay,1940-11-13
7187,Mazlan bin Aliman,M,Malay,1966-07-17
7188,Mohd Rapiee bin Mohd Som,M,Malay,1939-11-11
7189,Shari bin Abdul Samat,M,Malay,xxxx-xx-xx
7190,Shapie bin Ridwan,M,Malay,xxxx-xx-xx
7191,Kamaruddin bin Abdul Aziz,M,Malay,xxxx-xx-xx
7192,Mohd Hatta bin Abdul Rahim,M,Malay,1949-10-05
7193,Yap Kok Sin,M,Chinese,1953-xx-xx
7194,Ariff bin Ismail,M,Malay,xxxx-xx-xx
7195,Low Teh Hian,M,Chinese,1950-03-09
7196,Ishak bin Talib,M,Malay,xxxx-xx-xx
7197,Baharom bin Abdul Ghani,M,Malay,1956-xx-xx
7198,Wong Siew Poh,M,Chinese,xxxx-xx-xx
7199,Allan Low Yew Hoe,M,Chinese,xxxx-xx-xx
7200,Chan Jock Lan,F,Chinese,xxxx-xx-xx
7201,Mohd Sanusi bin Abdul Latif,M,Malay,xxxx-xx-xx
7202,Mohd Yusof bin Adam,M,Malay,xxxx-xx-xx
7203,Mohd Amin bin Ghazali,M,Malay,xxxx-xx-xx
7204,Chen Yiew Zean,M,Chinese,1950-07-21
7205,Peter Nansian anak Ngusie,M,Bumi Sarawak,1949-06-01
7206,Junaidin bin Putih,M,Malay,xxxx-xx-xx
7207,Sharkawi Faisal B. Othman,M,Malay,1955-05-21
7208,Dona Babel,M,Malay,1945-02-01
7209,Mariam binti Musa,F,Malay,1948-06-25
7210,Ting Kee Kai,M,Chinese,1960-04-24
7211,Francis Siah Khui Sang,M,Chinese,1956-12-01
7212,Chua Chio Kuia,M,Chinese,1952-12-12
7213,Dripin anak Sakoi,M,Bumi Sarawak,1936-10-23
7214,Yap Chin Loi (Alfred),M,Chinese,1953-04-23
7215,Jerip anak Susil (Belek),M,Bumi Sarawak,1957-04-28
7216,Wilfred Ahmin Gumung (Amin anak Gumug),M,Bumi Sarawak,xxxx-xx-xx
7217,Roland Sagah Wee Inn,M,Bumi Sarawak,1938-01-19
7218,Michael Manyin anak Jawong,M,Bumi Sarawak,1944-05-25
7219,Yusuf bin Abdullah (Bangau anak Ukak),M,Bumi Sarawak,1952-02-02
7220,Ali Husain bin Sain,M,Malay,1940-01-15
7221,Mong anak Dagang,M,Bumi Sarawak,1955-09-17
7222,Francis Harden anak Hollis,M,Bumi Sarawak,1956-08-25
7223,Othman bin Abdullah (Jueng anak Rugin),M,Bumi Sarawak,xxxx-xx-xx
7224,Sanggong Ak Bungu,M,Bumi Sarawak,xxxx-xx-xx
7225,Serit Ak Kunchau,M,Bumi Sarawak,1941-01-20
7226,Klinsing anak Manau ,M,Bumi Sarawak,1953-09-28
7227,Zaini bin Sitam,M,Malay,1950-10-07
7228,Albert Dass anak Begri,M,Bumi Sarawak,1931-02-15
7229,Jemat Panjang,M,Bumi Sarawak,1958-09-26
7230,Musa anak Dinggat,M,Bumi Sarawak,xxxx-xx-xx
7231,Ibrahim bin Taha,M,Malay,1961-10-24
7232,Zaiton binti Nor Mohamed,F,Malay,1958-12-24
7233,Mostapa bin Kusairi,M,Malay,1938-10-08
7234,William Minggu Sebom,M,Bumi Sarawak,1941-07-01
7235,Chan Eng Chai,M,Chinese,1935-07-22
7236,Yii Chu Lik,M,Chinese,1961-10-31
7237,Samuel anak Edward Chun,M,Bumi Sarawak,1969-06-29
7238,Jeffrey Geraman Nyambang,M,Bumi Sarawak,xxxx-xx-xx
7239,Peter Talajan Ak Sabai,M,Bumi Sarawak,1960-09-03
7240,Angki Kaboy,M,Bumi Sarawak,1945-08-08
7241,Douglas Limbai anak Guran,M,Bumi Sarawak,xxxx-xx-xx
7242,Goh Chung Siong,M,Chinese,1951-05-12
7243,Awang Bemee bin Awang Ali Basah,M,Bumi Sarawak,xxxx-xx-xx
7244,Sim Eng Hua,M,Chinese,1954-11-01
7245,Munan anak Jeti,M,Bumi Sarawak,1964-12-30
7246,John anak Pungga,M,Bumi Sarawak,xxxx-xx-xx
7247,Daniel Levoh Imang,M,Bumi Sarawak,1958-01-25
7248,Wesley Ngo,M,Bumi Sarawak,xxxx-xx-xx
7249,Mai Lagiw (May anak Legew),M,Bumi Sarawak,1950-06-15
7250,Stem Liau,M,Bumi Sarawak,1962-04-26
7251,Wong Sing Ai,M,Chinese,xxxx-xx-xx
7252,Awang Abdillah bin Awang Nasar,M,Malay,1951-02-14
7253,Dick bin Winie,M,Malay,xxxx-xx-xx
7254,Talib bin Zulpilip,M,Bumi Sarawak,1951-09-13
7255,Mohdak bin Ismail,M,Malay,1959-08-01
7256,Swin bin Jema'ah (Aidan Wing),M,Bumi Sarawak,1954-12-11
7257,Janting anak Jawa,M,Bumi Sarawak,1938-09-08
7258,Law Ching Sing,M,Chinese,1958-04-04
7259,Yong Honng Fuh,M,Chinese,1961-12-21
7260,Lee Kim Shin,M,Chinese,1950-02-28
7261,Hadin Ak Mulau,M,Bumi Sarawak,1949-12-31
7262,Sylvester Entri anak Muran,M,Bumi Sarawak,1954-10-27
7263,Robert Laing Anyie,M,Bumi Sarawak,1950-10-03
7264,Judson Sakai Tagal,M,Bumi Sarawak,1956-xx-xx
7265,Salbin bin Muksin,M,Bumi Sabah,1965-04-12
7266,Ghazali bin Harris,M,Bumi Sabah,1963-01-28
7267,Tam Chiu Moi (Tam Oi Yen),F,Chinese,1951-03-12
7268,Tawang bin Jalil (Ahmad),M,Bumi Sabah,1943-08-09
7269,Dg. Maimunah binti Mustapha,F,Bumi Sabah,1950-10-10
7270,Tsen Kwet Chong,M,Chinese,1959-08-15
7271,Richard bin Mazagi (Rahim),M,Bumi Sabah,1963-01-01
7272,Atong bin Mangabis,M,Bumi Sabah,1952-05-16
7273,Berman bin Angkap,M,Bumi Sabah,1958-08-16
7274,Junan bin Olok,M,Bumi Sabah,1960-04-19
7275,Joe Santi,M,Bumi Sabah,1954-03-11
7276,Abd. Salam bin Gibang (Abdul Kadir),M,Bumi Sabah,1952-06-01
7277,Mohd Aminuddin bin Aling (Paumin),M,Bumi Sabah,1962-12-15
7278,Masud bin Nanang,M,Bumi Sabah,1962-02-04
7279,Ibrahim bin Linggam,M,Bumi Sabah,1961-10-18
7280,Serirama bin Johari (Lidu),M,Bumi Sabah,1959-06-12
7281,Mudry bin Nasir,M,Bumi Sabah,1957-07-20
7282,Saidi bin Simoi (Saidil),M,Bumi Sabah,1955-05-10
7283,Edward bin Bukut (Linggu),M,Bumi Sabah,1958-12-20
7284,Rakam bin Sijim,M,Bumi Sabah,1954-02-25
7285,Din bin Abd Kadir (Hamdin),M,Bumi Sabah,1951-12-07
7286,Mohamed Daud bin Abdillah,M,Bumi Sabah,1950-02-02
7287,Lovis Rampas,M,Bumi Sabah,1951-07-12
7288,Seibing bin Gunting,M,Bumi Sabah,1955-02-11
7289,Christina Lorline Stephen Tibok,F,Bumi Sabah,1949-07-07
7290,Judy Hiew Mui Nyuk,F,Chinese,1965-12-16
7291,Saudin bin Kadis,M,Bumi Sabah,1957-11-10
7292,Yahya bin V.P. Kassim,M,Bumi Sabah,1967-07-16
7293,Chin Chen Fui,M,Chinese,1954-08-04
7294,Edward Yong Oui Fah,M,Chinese,1956-04-19
7295,Tan Kok Sui,M,Chinese,1949-01-18
7296,Bara bin Alawaddin,M,Bumi Sabah,1943-01-06
7297,Ignatius John Matayun (Legacy),M,Bumi Sabah,1956-10-24
7298,Cletus Sipain Mojingol,M,Bumi Sabah,1953-11-27
7299,Benedict Sakunil Mansul,M,Bumi Sabah,1975-03-06
7300,Mohd Dini bin Matkan,M,Bumi Sabah,1952-06-12
7301,Musa Abdul Rahman,M,Bumi Sabah,1943-03-10
7302,Uda bin Sulai,M,Bumi Sabah,1943-09-17
7303,Mohd Kanit bin Omar,M,Bumi Sabah,1938-12-24
7304,Sajit Singh (Patrick),M,Other,1954-04-24
7305,Mohd Ishak bin Laimudin,M,Bumi Sabah,1956-12-11
7306,Zainuddin bin Mohamed,M,Bumi Sabah,1954-07-18
7307,Awang Tangah bin Awang Amin,M,Bumi Sabah,1948-01-13
7308,Asmat bin Misrin,M,Bumi Sabah,1954-01-14
7309,Md Tajuddin bin Md Walli,M,Bumi Sabah,1942-12-03
7310,Marcellinus Augustine Piong,M,Bumi Sabah,1950-06-18
7311,Awang Hashim bin Awang Gador,M,Bumi Sabah,1946-12-14
7312,Abdul Rahman bin Md Yakub,M,Bumi Sabah,1962-04-01
7313,Saidin bin Musi,M,Bumi Sabah,1952-03-02
7314,Abdul Sulaiman bin Omar,M,Bumi Sabah,1946-04-07
7315,Johari bin Mohd Dun (Jahari),M,Bumi Sabah,1958-01-01
7316,Usop bin Judin,M,Bumi Sabah,1956-01-01
7317,Sarinum binti Sadikun,F,Bumi Sabah,1961-06-22
7318,Pengiran Sarpudin Ahmad,M,Bumi Sabah,1951-01-01
7319,Ramdi bin Indang,M,Bumi Sabah,1953-12-08
7320,Karim bin Adam,M,Bumi Sabah,1954-11-11
7321,Benjamin Yasin (Benjimin),M,Bumi Sabah,1963-08-21
7322,Muslien bin Baringkok,M,Bumi Sabah,1959-01-26
7323,Phoulus bin Kendilong (Sutian),M,Bumi Sabah,1959-11-20
7324,Juili bin Matimbun,M,Bumi Sabah,1954-11-11
7325,Kuilan binti Anggau (Justina),F,Bumi Sabah,1949-04-01
7326,Ulin bin Pamiang,M,Bumi Sabah,1956-12-17
7327,Simon bin Antibak (Susuru),M,Bumi Sabah,1948-03-12
7328,George Rejos (Lidoh Rabih),M,Bumi Sabah,1963-06-20
7329,Jait bin Mahat,M,Bumi Sabah,1961-01-04
7330,Edward bin Sibin,M,Bumi Sabah,1958-01-01
7331,David bin Jani,M,Bumi Sabah,1954-02-23
7332,Jamarudin bin Madirin,M,Bumi Sabah,1954-01-20
7333,Abd Mutalib bin Daud (Tuminggi),M,Bumi Sabah,1952-02-05
7334,Amran bin Masrah,M,Bumi Sabah,1959-06-18
7335,Liaw Teck King (Liew Teck Khen),M,Chinese,xxxx-xx-xx
7336,Yusof bin Apok,M,Bumi Sabah,1937-12-25
7337,Kamar bin Karim,M,Bumi Sabah,1951-06-19
7338,Abdul Aziz bin Mohd Nasroh,M,Bumi Sabah,1952-02-08
7339,Ramli bin Noordin,M,Bumi Sabah,xxxx-xx-xx
7340,Isnain bin Amat,M,Bumi Sabah,1949-11-28
7341,Abdul Wahid bin Hamid,M,Bumi Sabah,1953-01-13
7342,Zulkifli bin Pitting,M,Bumi Sabah,1968-03-14
7343,Mohd Amran bin Saidin,M,Bumi Sabah,1980-10-02
7344,Ramli bin Wen,M,Bumi Sabah,xxxx-xx-xx
7345,Chu Ying Kai,M,Chinese,1942-03-20
7346,John Khoo Cheo Ping,M,Chinese,1945-02-22
7347,Wong Lien Tat,M,Chinese,1938-03-03
7348,Chung Kwong Wing,M,Chinese,1961-12-26
7349,Lee Tze Ting,M,Chinese,1943-04-23
7350,Halban bin Janan,M,Bumi Sabah,1964-02-11
7351,Pusing bin Baligang,M,Bumi Sabah,1954-02-13
7352,Mahlan bin Adari,M,Bumi Sabah,1943-04-03
7353,Ridwan bin Baharun (Dali),M,Bumi Sabah,1965-11-03
7354,Mohd. Amin bin Jaafar,M,Bumi Sabah,1959-05-03
7355,Rayman bin Udin,M,Bumi Sabah,1938-06-11
7356,Ismail bin Rauddah (Jasa),M,Bumi Sabah,1958-06-20
7357,Sulaiman bin Pengiran Atok,M,Bumi Sabah,1953-06-10
7358,Abdul Banning bin Abdul Mohamed,M,Bumi Sabah,1956-02-17
7359,Samsu Baharun bin Abdul Rahman,M,Bumi Sabah,1958-07-18
7360,Muhammad Yassin bin Ibrahim,M,Bumi Sabah,1958-01-06
7361,Abdul Salam bin Maslah,M,Bumi Sabah,1957-03-06
7362,Mohammad Lan bin Allani,M,Bumi Sabah,1956-12-12
7363,Aspal bin Mohana (Ispal bin Adok),M,Bumi Sabah,1938-10-10
7364,Nasir bin Sakaran,M,Bumi Sabah,1953-08-20
7365,Abdullah Sani bin Abdul Salleh,M,Bumi Sabah,1962-01-13
7366,Kassim bin Ibong,M,Bumi Sabah,1943-01-18
7367,Wong Fong Vun,M,Chinese,xxxx-xx-xx
7368,Patawari bin Patawe,M,Bumi Sabah,1957-12-27
7369,Bacho bin Pendrongi,M,Bumi Sabah,1963-02-04
7370,Majin bin Ajing,M,Bumi Sabah,1949-04-09
7371,Abdurahman bin Ahmad,M,Bumi Sabah,1957-01-13
7372,Mohd Ishak bin Awadan,M,Bumi Sabah,1942-04-12
7373,Samsuddin bin Kamsa (Badal),M,Bumi Sabah,1953-01-10
7374,Raden bin Kakung,M,Bumi Sabah,1960-04-15
7375,Abdul Wahid bin Yemang,M,Bumi Sabah,1944-04-20
7376,Mohd Abidin bin Patangari,M,Bumi Sabah,1965-05-28
7377,Shanty Chong Chui Lin,F,Chinese,1950-06-11
7378,Mohd Anuar bin Mohd Tahir,M,Malay,1952-12-17
7379,Cik Gu Zainul Abidin bin Yahaya,M,Malay,xxxx-xx-xx
7380,Mastika Junaidah binti Husin,F,Malay,xxxx-xx-xx
7381,Abdul Aziz bin Hanafi,M,Malay,1948-07-28
7382,Amiruddin bin Hamzah,M,Malay,1962-04-20
7383,Ismail bin Taib,M,Malay,1936-10-28
7384,Abu Bakar bin Othman,M,Malay,xxxx-xx-xx
7385,Othman bin Ismail,M,Malay,xxxx-xx-xx
7386,Zawawi bin Ahmad,M,Malay,1941-07-13
7387,Fauzi bin Abdul Hamid,M,Malay,xxxx-xx-xx
7388,Nasharudin bin Mat Isa,M,Malay,1962-10-19
7389,Shahnon bin Ahmad,M,Malay,1933-01-13
7390,Mocktar bin Mansor,M,Malay,xxxx-xx-xx
7391,Johari bin Abdul,M,Malay,1955-05-25
7392,Mahadzir bin Mohd. Khir,M,Malay,1945-05-16
7393,Taib Azamudden bin Md. Taib,M,Malay,1951-10-19
7394,Bahador Shah bin Md. Isa,M,Malay,1941-xx-xx
7395,Saifuddin Nasution bin Ismail,M,Malay,1963-12-07
7396,Lim Bee Kau,F,Chinese,1956-xx-xx
7397,Azmi bin Ahmad,M,Malay,1943-08-10
7398,Noor Zahidi bin Omar,M,Malay,xxxx-xx-xx
7399,Mohd Noor bin Deris,M,Malay,xxxx-xx-xx
7400,Ramli bin Ibrahim,M,Malay,xxxx-xx-xx
7401,Mohd Din bin Nizam Din,M,Malay,xxxx-xx-xx
7402,Husam bin Musa,M,Malay,1959-10-14
7403,Wan Nik bin Wan Yusoff,M,Malay,xxxx-xx-xx
7404,Azaki bin Ishak,M,Malay,xxxx-xx-xx
7405,Muhammad bin Mustafa,M,Malay,1958-08-22
7406,Hasim B. Othman,M,Malay,xxxx-xx-xx
7407,Mohd. Apandi bin Mohamad,M,Malay,xxxx-xx-xx
7408,Mohamed Nasir bin Che Daud,M,Malay,xxxx-xx-xx
7409,Razak bin Abas,M,Malay,xxxx-xx-xx
7410,Wan Ahmad bin Wan Omar,M,Malay,xxxx-xx-xx
7411,Che Ghani bin Che Ambak,M,Malay,1956-04-15
7412,Shukrimun bin Shamsudin,M,Malay,xxxx-xx-xx
7413,Syed Azman bin Syed Ahmad Nawawi,M,Malay,1961-04-13
7414,Abd. Rahman bin Yusof,M,Malay,xxxx-xx-xx
7415,Wan Zaki bin Wan Muda,M,Malay,xxxx-xx-xx
7416,Abd. Khalid bin Rasid,M,Malay,1954-12-17
7417,Ahmad Rosli bin Ayob,M,Malay,xxxx-xx-xx
7418,Tan Tiao Kuen,M,Chinese,xxxx-xx-xx
7419,Wan Azizah binti Wan Ismail,F,Malay,1952-12-03
7420,Cheang Chee Gooi,M,Chinese,1949-11-16
7421,Lee Kah Choon,M,Chinese,1961-05-06
7422,Mohd. Zain bin Omar,M,Malay,1942-03-15
7423,Mansor bin Othman,M,Malay,1950-03-12
7424,Zulkalpely (Zulkfli) Abu,M,Malay,xxxx-xx-xx
7425,Muhammad Nur bin Manuty,M,Malay,1949-12-12
7426,Hasan bin Mohamed Ali,M,Malay,1947-11-28
7427,Ahmad bin Awang,M,Malay,1936-xx-xx
7428,Roslan bin Shaharum,M,Malay,1959-xx-xx
7429,Lim Kean Ghee,M,Chinese,1958-02-10
7430,Michael Jeyakumar Devaraj,M,Indian,1955-03-28
7431,Mohd Yusoff Omar,M,Malay,xxxx-xx-xx
7432,Thong Fah Chong,M,Chinese,1957-10-14
7433,Jaga N. Nathan,M,Indian,xxxx-xx-xx
7434,Fong Po Kuan,F,Chinese,1973-09-15
7435,Asmuni bin Awi,M,Malay,1962-11-16
7436,Abdul Roni,M,Malay,xxxx-xx-xx
7437,Yew Teong Chong,M,Chinese,xxxx-xx-xx
7438,Mat Basir bin Rahmat,M,Malay,1940-10-28
7439,Abdul Rahman bin Said Alli,M,Malay,xxxx-xx-xx
7440,Syed Ahmad Imdadz bin Said Abas,M,Malay,1963-08-30
7441,Loh Peng Lam,M,Chinese,1973-10-06
7442,Osman bin Abdul Rahman,M,Malay,xxxx-xx-xx
7443,Zaman Huri bin Samsudin,M,Malay,1952-01-10
7444,Mohamad Dahalan bin Arshad,M,Malay,1930-12-21
7445,Rajendiran A/L Nallaiya,M,Indian,1959-01-14
7446,Ng Lum Yong,M,Chinese,1961-06-06
7447,Kamaludin bin Abdul Rahman,M,Malay,1949-05-21
7448,Amihamzah bin Ahmad,M,Malay,xxxx-xx-xx
7449,Ng Yen Yen,F,Chinese,1946-04-10
7450,Fuziah binti Salleh,F,Malay,1959-07-13
7451,Wan Jusoh Wan Kolok,M,Malay,xxxx-xx-xx
7452,Ramli bin Mohamed,M,Malay,xxxx-xx-xx
7453,Leong Mee Meng,M,Chinese,1966-08-13
7454,Abdul Wahab bin Sudin,M,Malay,1947-06-22
7455,Liow Tiong Lai,M,Chinese,1961-10-13
7456,Abdul Wahab bin Ismail,M,Malay,1954-12-30
